user_id,gender,age, 
user1,Male,24
user2,Female,22
user3,Male,22
user4,Male,22
user5,Male,21
user6,Male,20
user7,Female,25
user8,Male,27
user9,Male,25
user10,Male,27
user11,Male,23
user12,Male,21
user13,Male,24
user14,Male,22
user15,Male,22
user16,Female,22
user17,Male,22
user18,Male,23
user19,Male,25
user20,Male,25
